request_date,year,month,day_of_week,day_of_month,week_of_year,season,medicine_name,medicine_category,quantity_requested,days_since_last_request
2026-02-20,2026,2,4,20,8,Dry,Cefalexin,Antibiotic,61,12
2026-03-07,2026,3,5,7,10,Dry,Cefalexin,Antibiotic,59,12
2026-03-18,2026,3,2,18,12,Dry,Cefalexin,Antibiotic,54,12
2026-03-28,2026,3,5,28,13,Dry,Cefalexin,Antibiotic,57,12
2026-04-06,2026,4,0,6,15,Dry,Cefalexin,Antibiotic,63,12
2026-04-20,2026,4,0,20,17,Dry,Cefalexin,Antibiotic,62,12
2026-05-03,2026,5,6,3,18,Dry,Cefalexin,Antibiotic,55,12
2026-05-16,2026,5,5,16,20,Dry,Cefalexin,Antibiotic,61,12
2026-05-29,2026,5,4,29,22,Dry,Cefalexin,Antibiotic,66,12
2026-06-12,2026,6,4,12,24,Wet,Cefalexin,Antibiotic,67,12
2026-06-21,2026,6,6,21,25,Wet,Cefalexin,Antibiotic,68,12
2026-06-30,2026,6,1,30,27,Wet,Cefalexin,Antibiotic,52,12
2026-07-12,2026,7,6,12,28,Wet,Cefalexin,Antibiotic,59,12
2026-07-21,2026,7,1,21,30,Wet,Cefalexin,Antibiotic,80,12
2026-08-02,2026,8,6,2,31,Wet,Cefalexin,Antibiotic,43,12
2021-08-22,2021,8,6,22,33,Wet,Cetirizine,Antihistamine,90,9
2021-08-31,2021,8,1,31,35,Wet,Cetirizine,Antihistamine,79,9
2021-09-09,2021,9,3,9,36,Wet,Cetirizine,Antihistamine,83,9
2021-09-17,2021,9,4,17,37,Wet,Cetirizine,Antihistamine,111,9
2021-09-23,2021,9,3,23,38,Wet,Cetirizine,Antihistamine,80,9
2021-10-01,2021,10,4,1,39,Wet,Cetirizine,Antihistamine,85,9
2021-10-08,2021,10,4,8,40,Wet,Cetirizine,Antihistamine,78,9
2021-10-16,2021,10,5,16,41,Wet,Cetirizine,Antihistamine,80,9
2021-10-27,2021,10,2,27,43,Wet,Cetirizine,Antihistamine,99,9
2021-11-02,2021,11,1,2,44,Wet,Cetirizine,Antihistamine,98,9
2021-11-13,2021,11,5,13,45,Wet,Cetirizine,Antihistamine,83,9
2021-11-21,2021,11,6,21,46,Wet,Cetirizine,Antihistamine,81,9
2021-12-02,2021,12,3,2,48,Dry,Cetirizine,Antihistamine,77,9
2021-12-12,2021,12,6,12,49,Dry,Cetirizine,Antihistamine,74,9
2021-12-23,2021,12,3,23,51,Dry,Cetirizine,Antihistamine,63,9
2021-12-30,2021,12,3,30,52,Dry,Cetirizine,Antihistamine,77,9
2022-01-06,2022,1,3,6,1,Dry,Cetirizine,Antihistamine,54,9
2022-01-15,2022,1,5,15,2,Dry,Cetirizine,Antihistamine,71,9
2022-01-26,2022,1,2,26,4,Dry,Cetirizine,Antihistamine,67,9
2022-02-03,2022,2,3,3,5,Dry,Cetirizine,Antihistamine,67,9
2022-02-11,2022,2,4,11,6,Dry,Cetirizine,Antihistamine,62,9
2022-02-20,2022,2,6,20,7,Dry,Cetirizine,Antihistamine,78,9
2022-03-02,2022,3,2,2,9,Dry,Cetirizine,Antihistamine,66,9
2022-03-14,2022,3,0,14,11,Dry,Cetirizine,Antihistamine,84,9
2022-03-21,2022,3,0,21,12,Dry,Cetirizine,Antihistamine,69,9
2022-03-28,2022,3,0,28,13,Dry,Cetirizine,Antihistamine,66,9
2022-04-05,2022,4,1,5,14,Dry,Cetirizine,Antihistamine,83,9
2022-04-16,2022,4,5,16,15,Dry,Cetirizine,Antihistamine,60,9
2022-04-26,2022,4,1,26,17,Dry,Cetirizine,Antihistamine,76,9
2022-05-06,2022,5,4,6,18,Dry,Cetirizine,Antihistamine,69,9
2022-05-17,2022,5,1,17,20,Dry,Cetirizine,Antihistamine,81,9
2022-05-25,2022,5,2,25,21,Dry,Cetirizine,Antihistamine,70,9
2022-06-06,2022,6,0,6,23,Wet,Cetirizine,Antihistamine,98,9
2022-06-15,2022,6,2,15,24,Wet,Cetirizine,Antihistamine,101,9
2022-06-21,2022,6,1,21,25,Wet,Cetirizine,Antihistamine,87,9
2022-07-02,2022,7,5,2,26,Wet,Cetirizine,Antihistamine,102,9
2022-07-11,2022,7,0,11,28,Wet,Cetirizine,Antihistamine,95,9
2022-07-20,2022,7,2,20,29,Wet,Cetirizine,Antihistamine,94,9
2022-07-31,2022,7,6,31,30,Wet,Cetirizine,Antihistamine,109,9
2022-08-07,2022,8,6,7,31,Wet,Cetirizine,Antihistamine,104,9
2022-08-17,2022,8,2,17,33,Wet,Cetirizine,Antihistamine,93,9
2022-08-25,2022,8,3,25,34,Wet,Cetirizine,Antihistamine,96,9
2022-09-06,2022,9,1,6,36,Wet,Cetirizine,Antihistamine,86,9
2022-09-18,2022,9,6,18,37,Wet,Cetirizine,Antihistamine,85,9
2022-09-29,2022,9,3,29,39,Wet,Cetirizine,Antihistamine,113,9
2022-10-11,2022,10,1,11,41,Wet,Cetirizine,Antihistamine,92,9
2022-10-19,2022,10,2,19,42,Wet,Cetirizine,Antihistamine,89,9
2022-10-30,2022,10,6,30,43,Wet,Cetirizine,Antihistamine,91,9
2022-11-05,2022,11,5,5,44,Wet,Cetirizine,Antihistamine,93,9
2022-11-17,2022,11,3,17,46,Wet,Cetirizine,Antihistamine,95,9
2022-11-27,2022,11,6,27,47,Wet,Cetirizine,Antihistamine,92,9
2022-12-06,2022,12,1,6,49,Dry,Cetirizine,Antihistamine,65,9
2022-12-14,2022,12,2,14,50,Dry,Cetirizine,Antihistamine,63,9
2022-12-20,2022,12,1,20,51,Dry,Cetirizine,Antihistamine,80,9
2022-12-31,2022,12,5,31,52,Dry,Cetirizine,Antihistamine,73,9
2023-01-11,2023,1,2,11,2,Dry,Cetirizine,Antihistamine,78,9
2023-01-19,2023,1,3,19,3,Dry,Cetirizine,Antihistamine,64,9
2023-01-29,2023,1,6,29,4,Dry,Cetirizine,Antihistamine,71,9
2023-02-07,2023,2,1,7,6,Dry,Cetirizine,Antihistamine,63,9
2023-02-17,2023,2,4,17,7,Dry,Cetirizine,Antihistamine,74,9
2023-02-23,2023,2,3,23,8,Dry,Cetirizine,Antihistamine,69,9
2023-03-03,2023,3,4,3,9,Dry,Cetirizine,Antihistamine,83,9
2023-03-13,2023,3,0,13,11,Dry,Cetirizine,Antihistamine,74,9
2023-03-23,2023,3,3,23,12,Dry,Cetirizine,Antihistamine,74,9
2023-04-01,2023,4,5,1,13,Dry,Cetirizine,Antihistamine,58,9
2023-04-11,2023,4,1,11,15,Dry,Cetirizine,Antihistamine,96,9
2023-04-18,2023,4,1,18,16,Dry,Cetirizine,Antihistamine,64,9
2023-04-29,2023,4,5,29,17,Dry,Cetirizine,Antihistamine,64,9
2023-05-08,2023,5,0,8,19,Dry,Cetirizine,Antihistamine,73,9
2023-05-16,2023,5,1,16,20,Dry,Cetirizine,Antihistamine,66,9
2023-05-27,2023,5,5,27,21,Dry,Cetirizine,Antihistamine,73,9
2023-06-02,2023,6,4,2,22,Wet,Cetirizine,Antihistamine,83,9
2023-06-09,2023,6,4,9,23,Wet,Cetirizine,Antihistamine,89,9
2023-06-20,2023,6,1,20,25,Wet,Cetirizine,Antihistamine,103,9
2023-06-30,2023,6,4,30,26,Wet,Cetirizine,Antihistamine,98,9
2023-07-08,2023,7,5,8,27,Wet,Cetirizine,Antihistamine,84,9
2023-07-17,2023,7,0,17,29,Wet,Cetirizine,Antihistamine,104,9
2023-07-27,2023,7,3,27,30,Wet,Cetirizine,Antihistamine,79,9
2023-08-08,2023,8,1,8,32,Wet,Cetirizine,Antihistamine,94,9
2023-08-18,2023,8,4,18,33,Wet,Cetirizine,Antihistamine,88,9
2023-08-25,2023,8,4,25,34,Wet,Cetirizine,Antihistamine,90,9
2023-09-01,2023,9,4,1,35,Wet,Cetirizine,Antihistamine,100,9
2023-09-10,2023,9,6,10,36,Wet,Cetirizine,Antihistamine,90,9
2023-09-18,2023,9,0,18,38,Wet,Cetirizine,Antihistamine,93,9
2023-09-28,2023,9,3,28,39,Wet,Cetirizine,Antihistamine,98,9
2023-10-04,2023,10,2,4,40,Wet,Cetirizine,Antihistamine,107,9
2023-10-11,2023,10,2,11,41,Wet,Cetirizine,Antihistamine,94,9
2023-10-22,2023,10,6,22,42,Wet,Cetirizine,Antihistamine,102,9
2023-10-30,2023,10,0,30,44,Wet,Cetirizine,Antihistamine,98,9
2023-11-05,2023,11,6,5,44,Wet,Cetirizine,Antihistamine,90,9
2023-11-15,2023,11,2,15,46,Wet,Cetirizine,Antihistamine,101,9
2023-11-24,2023,11,4,24,47,Wet,Cetirizine,Antihistamine,90,9
2023-12-02,2023,12,5,2,48,Dry,Cetirizine,Antihistamine,65,9
2023-12-12,2023,12,1,12,50,Dry,Cetirizine,Antihistamine,71,9
2023-12-21,2023,12,3,21,51,Dry,Cetirizine,Antihistamine,72,9
2023-12-27,2023,12,2,27,52,Dry,Cetirizine,Antihistamine,60,9
2024-01-04,2024,1,3,4,1,Dry,Cetirizine,Antihistamine,71,9
2024-01-11,2024,1,3,11,2,Dry,Cetirizine,Antihistamine,48,9
2024-01-19,2024,1,4,19,3,Dry,Cetirizine,Antihistamine,61,9
2024-01-27,2024,1,5,27,4,Dry,Cetirizine,Antihistamine,60,9
2024-02-03,2024,2,5,3,5,Dry,Cetirizine,Antihistamine,83,9
2024-02-10,2024,2,5,10,6,Dry,Cetirizine,Antihistamine,67,9
2024-02-21,2024,2,2,21,8,Dry,Cetirizine,Antihistamine,73,9
2024-02-27,2024,2,1,27,9,Dry,Cetirizine,Antihistamine,57,9
2024-03-09,2024,3,5,9,10,Dry,Cetirizine,Antihistamine,68,9
2024-03-20,2024,3,2,20,12,Dry,Cetirizine,Antihistamine,71,9
2024-03-26,2024,3,1,26,13,Dry,Cetirizine,Antihistamine,71,9
2024-04-05,2024,4,4,5,14,Dry,Cetirizine,Antihistamine,80,9
2024-04-12,2024,4,4,12,15,Dry,Cetirizine,Antihistamine,79,9
2024-04-19,2024,4,4,19,16,Dry,Cetirizine,Antihistamine,53,9
2024-04-28,2024,4,6,28,17,Dry,Cetirizine,Antihistamine,63,9
2024-05-07,2024,5,1,7,19,Dry,Cetirizine,Antihistamine,66,9
2024-05-17,2024,5,4,17,20,Dry,Cetirizine,Antihistamine,69,9
2024-05-25,2024,5,5,25,21,Dry,Cetirizine,Antihistamine,62,9
2024-06-02,2024,6,6,2,22,Wet,Cetirizine,Antihistamine,108,9
2024-06-12,2024,6,2,12,24,Wet,Cetirizine,Antihistamine,107,9
2024-06-23,2024,6,6,23,25,Wet,Cetirizine,Antihistamine,109,9
2024-07-03,2024,7,2,3,27,Wet,Cetirizine,Antihistamine,92,9
2024-07-09,2024,7,1,9,28,Wet,Cetirizine,Antihistamine,91,9
2024-07-16,2024,7,1,16,29,Wet,Cetirizine,Antihistamine,96,9
2024-07-24,2024,7,2,24,30,Wet,Cetirizine,Antihistamine,97,9
2024-08-04,2024,8,6,4,31,Wet,Cetirizine,Antihistamine,95,9
2024-08-16,2024,8,4,16,33,Wet,Cetirizine,Antihistamine,109,9
2024-08-22,2024,8,3,22,34,Wet,Cetirizine,Antihistamine,95,9
2024-08-30,2024,8,4,30,35,Wet,Cetirizine,Antihistamine,97,9
2024-09-10,2024,9,1,10,37,Wet,Cetirizine,Antihistamine,98,9
2024-09-16,2024,9,0,16,38,Wet,Cetirizine,Antihistamine,102,9
2024-09-24,2024,9,1,24,39,Wet,Cetirizine,Antihistamine,70,9
2024-10-04,2024,10,4,4,40,Wet,Cetirizine,Antihistamine,105,9
2024-10-10,2024,10,3,10,41,Wet,Cetirizine,Antihistamine,104,9
2024-10-16,2024,10,2,16,42,Wet,Cetirizine,Antihistamine,104,9
2024-10-24,2024,10,3,24,43,Wet,Cetirizine,Antihistamine,91,9
2024-10-30,2024,10,2,30,44,Wet,Cetirizine,Antihistamine,98,9
2024-11-06,2024,11,2,6,45,Wet,Cetirizine,Antihistamine,99,9
2024-11-17,2024,11,6,17,46,Wet,Cetirizine,Antihistamine,90,9
2024-11-23,2024,11,5,23,47,Wet,Cetirizine,Antihistamine,100,9
2024-11-29,2024,11,4,29,48,Wet,Cetirizine,Antihistamine,100,9
2024-12-10,2024,12,1,10,50,Dry,Cetirizine,Antihistamine,55,9
2024-12-21,2024,12,5,21,51,Dry,Cetirizine,Antihistamine,69,9
2024-12-31,2024,12,1,31,1,Dry,Cetirizine,Antihistamine,79,9
2025-01-12,2025,1,6,12,2,Dry,Cetirizine,Antihistamine,59,9
2025-01-19,2025,1,6,19,3,Dry,Cetirizine,Antihistamine,68,9
2025-01-26,2025,1,6,26,4,Dry,Cetirizine,Antihistamine,59,9
2025-02-03,2025,2,0,3,6,Dry,Cetirizine,Antihistamine,64,9
2025-02-09,2025,2,6,9,6,Dry,Cetirizine,Antihistamine,51,9
2025-02-20,2025,2,3,20,8,Dry,Cetirizine,Antihistamine,83,9
2025-02-26,2025,2,2,26,9,Dry,Cetirizine,Antihistamine,66,9
2025-03-08,2025,3,5,8,10,Dry,Cetirizine,Antihistamine,86,9
2025-03-16,2025,3,6,16,11,Dry,Cetirizine,Antihistamine,64,9
2025-03-25,2025,3,1,25,13,Dry,Cetirizine,Antihistamine,72,9
2025-04-02,2025,4,2,2,14,Dry,Cetirizine,Antihistamine,69,9
2025-04-11,2025,4,4,11,15,Dry,Cetirizine,Antihistamine,75,9
2025-04-23,2025,4,2,23,17,Dry,Cetirizine,Antihistamine,70,9
2025-05-01,2025,5,3,1,18,Dry,Cetirizine,Antihistamine,80,9
2025-05-13,2025,5,1,13,20,Dry,Cetirizine,Antihistamine,61,9
2025-05-23,2025,5,4,23,21,Dry,Cetirizine,Antihistamine,62,9
2025-05-31,2025,5,5,31,22,Dry,Cetirizine,Antihistamine,89,9
2025-06-11,2025,6,2,11,24,Wet,Cetirizine,Antihistamine,81,9
2025-06-23,2025,6,0,23,26,Wet,Cetirizine,Antihistamine,94,9
2025-07-04,2025,7,4,4,27,Wet,Cetirizine,Antihistamine,108,9
2025-07-14,2025,7,0,14,29,Wet,Cetirizine,Antihistamine,99,9
2025-07-22,2025,7,1,22,30,Wet,Cetirizine,Antihistamine,110,9
2025-07-30,2025,7,2,30,31,Wet,Cetirizine,Antihistamine,89,9
2025-08-10,2025,8,6,10,32,Wet,Cetirizine,Antihistamine,102,9
2025-08-20,2025,8,2,20,34,Wet,Cetirizine,Antihistamine,86,9
2025-08-29,2025,8,4,29,35,Wet,Cetirizine,Antihistamine,118,9
2025-09-07,2025,9,6,7,36,Wet,Cetirizine,Antihistamine,98,9
2025-09-16,2025,9,1,16,38,Wet,Cetirizine,Antihistamine,89,9
2025-09-25,2025,9,3,25,39,Wet,Cetirizine,Antihistamine,88,9
2025-10-02,2025,10,3,2,40,Wet,Cetirizine,Antihistamine,83,9
2025-10-14,2025,10,1,14,42,Wet,Cetirizine,Antihistamine,94,9
2025-10-22,2025,10,2,22,43,Wet,Cetirizine,Antihistamine,106,9
2025-10-30,2025,10,3,30,44,Wet,Cetirizine,Antihistamine,101,9
2025-11-07,2025,11,4,7,45,Wet,Cetirizine,Antihistamine,86,9
2025-11-16,2025,11,6,16,46,Wet,Cetirizine,Antihistamine,98,9
2025-11-22,2025,11,5,22,47,Wet,Cetirizine,Antihistamine,90,9
2025-12-01,2025,12,0,1,49,Dry,Cetirizine,Antihistamine,78,9
2025-12-08,2025,12,0,8,50,Dry,Cetirizine,Antihistamine,62,9
2025-12-15,2025,12,0,15,51,Dry,Cetirizine,Antihistamine,80,9
2025-12-23,2025,12,1,23,52,Dry,Cetirizine,Antihistamine,60,9
2026-01-01,2026,1,3,1,1,Dry,Cetirizine,Antihistamine,67,9
2026-01-09,2026,1,4,9,2,Dry,Cetirizine,Antihistamine,66,9
2026-01-15,2026,1,3,15,3,Dry,Cetirizine,Antihistamine,82,9
2026-01-22,2026,1,3,22,4,Dry,Cetirizine,Antihistamine,70,9
2026-02-02,2026,2,0,2,6,Dry,Cetirizine,Antihistamine,68,9
2026-02-09,2026,2,0,9,7,Dry,Cetirizine,Antihistamine,63,9
2026-02-19,2026,2,3,19,8,Dry,Cetirizine,Antihistamine,86,9
2026-03-02,2026,3,0,2,10,Dry,Cetirizine,Antihistamine,71,9
2026-03-13,2026,3,4,13,11,Dry,Cetirizine,Antihistamine,72,9
2026-03-22,2026,3,6,22,12,Dry,Cetirizine,Antihistamine,83,9
2026-03-28,2026,3,5,28,13,Dry,Cetirizine,Antihistamine,80,9
2026-04-08,2026,4,2,8,15,Dry,Cetirizine,Antihistamine,58,9
2026-04-17,2026,4,4,17,16,Dry,Cetirizine,Antihistamine,64,9
2026-04-25,2026,4,5,25,17,Dry,Cetirizine,Antihistamine,61,9
2026-05-02,2026,5,5,2,18,Dry,Cetirizine,Antihistamine,77,9
2026-05-13,2026,5,2,13,20,Dry,Cetirizine,Antihistamine,76,9
2026-05-19,2026,5,1,19,21,Dry,Cetirizine,Antihistamine,69,9
2026-05-28,2026,5,3,28,22,Dry,Cetirizine,Antihistamine,72,9
2026-06-08,2026,6,0,8,24,Wet,Cetirizine,Antihistamine,103,9
2026-06-17,2026,6,2,17,25,Wet,Cetirizine,Antihistamine,83,9
2026-06-24,2026,6,2,24,26,Wet,Cetirizine,Antihistamine,92,9
2026-07-04,2026,7,5,4,27,Wet,Cetirizine,Antihistamine,88,9
2026-07-16,2026,7,3,16,29,Wet,Cetirizine,Antihistamine,103,9
2026-07-27,2026,7,0,27,31,Wet,Cetirizine,Antihistamine,91,9
2026-08-02,2026,8,6,2,31,Wet,Cetirizine,Antihistamine,78,9
2026-08-09,2026,8,6,9,32,Wet,Cetirizine,Antihistamine,119,9
2021-08-22,2021,8,6,22,33,Wet,Salbutamol Nebule,Respiratory,151,11
2021-09-02,2021,9,3,2,35,Wet,Salbutamol Nebule,Respiratory,148,11
2021-09-15,2021,9,2,15,37,Wet,Salbutamol Nebule,Respiratory,154,11
2021-09-27,2021,9,0,27,39,Wet,Salbutamol Nebule,Respiratory,137,11
2021-10-10,2021,10,6,10,40,Wet,Salbutamol Nebule,Respiratory,134,11
2021-10-20,2021,10,2,20,42,Wet,Salbutamol Nebule,Respiratory,131,11
2021-10-31,2021,10,6,31,43,Wet,Salbutamol Nebule,Respiratory,132,11
2021-11-14,2021,11,6,14,45,Wet,Salbutamol Nebule,Respiratory,165,11
2021-11-26,2021,11,4,26,47,Wet,Salbutamol Nebule,Respiratory,137,11
2021-12-08,2021,12,2,8,49,Dry,Salbutamol Nebule,Respiratory,117,11
2021-12-21,2021,12,1,21,51,Dry,Salbutamol Nebule,Respiratory,110,11
2022-01-04,2022,1,1,4,1,Dry,Salbutamol Nebule,Respiratory,116,11
2022-01-13,2022,1,3,13,2,Dry,Salbutamol Nebule,Respiratory,113,11
2022-01-21,2022,1,4,21,3,Dry,Salbutamol Nebule,Respiratory,111,11
2022-01-29,2022,1,5,29,4,Dry,Salbutamol Nebule,Respiratory,115,11
2022-02-11,2022,2,4,11,6,Dry,Salbutamol Nebule,Respiratory,116,11
2022-02-24,2022,2,3,24,8,Dry,Salbutamol Nebule,Respiratory,116,11
2022-03-04,2022,3,4,4,9,Dry,Salbutamol Nebule,Respiratory,115,11
2022-03-13,2022,3,6,13,10,Dry,Salbutamol Nebule,Respiratory,126,11
2022-03-27,2022,3,6,27,12,Dry,Salbutamol Nebule,Respiratory,120,11
2022-04-05,2022,4,1,5,14,Dry,Salbutamol Nebule,Respiratory,118,11
2022-04-16,2022,4,5,16,15,Dry,Salbutamol Nebule,Respiratory,123,11
2022-04-28,2022,4,3,28,17,Dry,Salbutamol Nebule,Respiratory,103,11
2022-05-06,2022,5,4,6,18,Dry,Salbutamol Nebule,Respiratory,117,11
2022-05-20,2022,5,4,20,20,Dry,Salbutamol Nebule,Respiratory,126,11
2022-05-28,2022,5,5,28,21,Dry,Salbutamol Nebule,Respiratory,104,11
2022-06-09,2022,6,3,9,23,Wet,Salbutamol Nebule,Respiratory,163,11
2022-06-21,2022,6,1,21,25,Wet,Salbutamol Nebule,Respiratory,128,11
2022-06-29,2022,6,2,29,26,Wet,Salbutamol Nebule,Respiratory,163,11
2022-07-09,2022,7,5,9,27,Wet,Salbutamol Nebule,Respiratory,141,11
2022-07-17,2022,7,6,17,28,Wet,Salbutamol Nebule,Respiratory,140,11
2022-07-25,2022,7,0,25,30,Wet,Salbutamol Nebule,Respiratory,142,11
2022-08-06,2022,8,5,6,31,Wet,Salbutamol Nebule,Respiratory,172,11
2022-08-15,2022,8,0,15,33,Wet,Salbutamol Nebule,Respiratory,163,11
2022-08-29,2022,8,0,29,35,Wet,Salbutamol Nebule,Respiratory,154,11
2022-09-09,2022,9,4,9,36,Wet,Salbutamol Nebule,Respiratory,131,11
2022-09-20,2022,9,1,20,38,Wet,Salbutamol Nebule,Respiratory,152,11
2022-10-03,2022,10,0,3,40,Wet,Salbutamol Nebule,Respiratory,127,11
2022-10-16,2022,10,6,16,41,Wet,Salbutamol Nebule,Respiratory,137,11
2022-10-28,2022,10,4,28,43,Wet,Salbutamol Nebule,Respiratory,147,11
2022-11-10,2022,11,3,10,45,Wet,Salbutamol Nebule,Respiratory,146,11
2022-11-23,2022,11,2,23,47,Wet,Salbutamol Nebule,Respiratory,160,11
2022-12-06,2022,12,1,6,49,Dry,Salbutamol Nebule,Respiratory,121,11
2022-12-17,2022,12,5,17,50,Dry,Salbutamol Nebule,Respiratory,117,11
2022-12-28,2022,12,2,28,52,Dry,Salbutamol Nebule,Respiratory,99,11
2023-01-06,2023,1,4,6,1,Dry,Salbutamol Nebule,Respiratory,119,11
2023-01-17,2023,1,1,17,3,Dry,Salbutamol Nebule,Respiratory,121,11
2023-01-26,2023,1,3,26,4,Dry,Salbutamol Nebule,Respiratory,122,11
2023-02-07,2023,2,1,7,6,Dry,Salbutamol Nebule,Respiratory,139,11
2023-02-15,2023,2,2,15,7,Dry,Salbutamol Nebule,Respiratory,102,11
2023-02-26,2023,2,6,26,8,Dry,Salbutamol Nebule,Respiratory,102,11
2023-03-10,2023,3,4,10,10,Dry,Salbutamol Nebule,Respiratory,111,11
2023-03-18,2023,3,5,18,11,Dry,Salbutamol Nebule,Respiratory,125,11
2023-03-28,2023,3,1,28,13,Dry,Salbutamol Nebule,Respiratory,111,11
2023-04-09,2023,4,6,9,14,Dry,Salbutamol Nebule,Respiratory,107,11
2023-04-17,2023,4,0,17,16,Dry,Salbutamol Nebule,Respiratory,127,11
2023-04-27,2023,4,3,27,17,Dry,Salbutamol Nebule,Respiratory,128,11
2023-05-10,2023,5,2,10,19,Dry,Salbutamol Nebule,Respiratory,125,11
2023-05-18,2023,5,3,18,20,Dry,Salbutamol Nebule,Respiratory,115,11
2023-05-26,2023,5,4,26,21,Dry,Salbutamol Nebule,Respiratory,117,11
2023-06-06,2023,6,1,6,23,Wet,Salbutamol Nebule,Respiratory,156,11
2023-06-19,2023,6,0,19,25,Wet,Salbutamol Nebule,Respiratory,127,11
2023-06-29,2023,6,3,29,26,Wet,Salbutamol Nebule,Respiratory,132,11
2023-07-09,2023,7,6,9,27,Wet,Salbutamol Nebule,Respiratory,152,11
2023-07-17,2023,7,0,17,29,Wet,Salbutamol Nebule,Respiratory,145,11
2023-07-29,2023,7,5,29,30,Wet,Salbutamol Nebule,Respiratory,154,11
2023-08-07,2023,8,0,7,32,Wet,Salbutamol Nebule,Respiratory,126,11
2023-08-17,2023,8,3,17,33,Wet,Salbutamol Nebule,Respiratory,144,11
2023-08-31,2023,8,3,31,35,Wet,Salbutamol Nebule,Respiratory,147,11
2023-09-10,2023,9,6,10,36,Wet,Salbutamol Nebule,Respiratory,143,11
2023-09-23,2023,9,5,23,38,Wet,Salbutamol Nebule,Respiratory,161,11
2023-10-03,2023,10,1,3,40,Wet,Salbutamol Nebule,Respiratory,139,11
2023-10-12,2023,10,3,12,41,Wet,Salbutamol Nebule,Respiratory,138,11
2023-10-21,2023,10,5,21,42,Wet,Salbutamol Nebule,Respiratory,155,11
2023-11-01,2023,11,2,1,44,Wet,Salbutamol Nebule,Respiratory,146,11
2023-11-12,2023,11,6,12,45,Wet,Salbutamol Nebule,Respiratory,127,11
2023-11-20,2023,11,0,20,47,Wet,Salbutamol Nebule,Respiratory,163,11
2023-12-01,2023,12,4,1,48,Dry,Salbutamol Nebule,Respiratory,124,11
2023-12-13,2023,12,2,13,50,Dry,Salbutamol Nebule,Respiratory,131,11
2023-12-24,2023,12,6,24,51,Dry,Salbutamol Nebule,Respiratory,112,11
2024-01-04,2024,1,3,4,1,Dry,Salbutamol Nebule,Respiratory,117,11
2024-01-12,2024,1,4,12,2,Dry,Salbutamol Nebule,Respiratory,114,11
2024-01-23,2024,1,1,23,4,Dry,Salbutamol Nebule,Respiratory,133,11
2024-02-05,2024,2,0,5,6,Dry,Salbutamol Nebule,Respiratory,113,11
2024-02-14,2024,2,2,14,7,Dry,Salbutamol Nebule,Respiratory,111,11
2024-02-22,2024,2,3,22,8,Dry,Salbutamol Nebule,Respiratory,103,11
2024-03-03,2024,3,6,3,9,Dry,Salbutamol Nebule,Respiratory,131,11
2024-03-11,2024,3,0,11,11,Dry,Salbutamol Nebule,Respiratory,133,11
2024-03-19,2024,3,1,19,12,Dry,Salbutamol Nebule,Respiratory,114,11
2024-04-01,2024,4,0,1,14,Dry,Salbutamol Nebule,Respiratory,117,11
2024-04-13,2024,4,5,13,15,Dry,Salbutamol Nebule,Respiratory,118,11
2024-04-26,2024,4,4,26,17,Dry,Salbutamol Nebule,Respiratory,115,11
2024-05-08,2024,5,2,8,19,Dry,Salbutamol Nebule,Respiratory,107,11
2024-05-17,2024,5,4,17,20,Dry,Salbutamol Nebule,Respiratory,120,11
2024-05-30,2024,5,3,30,22,Dry,Salbutamol Nebule,Respiratory,107,11
2024-06-07,2024,6,4,7,23,Wet,Salbutamol Nebule,Respiratory,148,11
2024-06-21,2024,6,4,21,25,Wet,Salbutamol Nebule,Respiratory,128,11
2024-07-04,2024,7,3,4,27,Wet,Salbutamol Nebule,Respiratory,128,11
2024-07-17,2024,7,2,17,29,Wet,Salbutamol Nebule,Respiratory,145,11
2024-07-26,2024,7,4,26,30,Wet,Salbutamol Nebule,Respiratory,136,11
2024-08-07,2024,8,2,7,32,Wet,Salbutamol Nebule,Respiratory,158,11
2024-08-15,2024,8,3,15,33,Wet,Salbutamol Nebule,Respiratory,144,11
2024-08-24,2024,8,5,24,34,Wet,Salbutamol Nebule,Respiratory,160,11
2024-09-01,2024,9,6,1,35,Wet,Salbutamol Nebule,Respiratory,151,11
2024-09-13,2024,9,4,13,37,Wet,Salbutamol Nebule,Respiratory,144,11
2024-09-24,2024,9,1,24,39,Wet,Salbutamol Nebule,Respiratory,150,11
2024-10-02,2024,10,2,2,40,Wet,Salbutamol Nebule,Respiratory,149,11
2024-10-12,2024,10,5,12,41,Wet,Salbutamol Nebule,Respiratory,156,11
2024-10-25,2024,10,4,25,43,Wet,Salbutamol Nebule,Respiratory,148,11
2024-11-07,2024,11,3,7,45,Wet,Salbutamol Nebule,Respiratory,142,11
2024-11-20,2024,11,2,20,47,Wet,Salbutamol Nebule,Respiratory,141,11
2024-11-30,2024,11,5,30,48,Wet,Salbutamol Nebule,Respiratory,149,11
2024-12-14,2024,12,5,14,50,Dry,Salbutamol Nebule,Respiratory,126,11
2024-12-24,2024,12,1,24,52,Dry,Salbutamol Nebule,Respiratory,131,11
2025-01-01,2025,1,2,1,1,Dry,Salbutamol Nebule,Respiratory,128,11
2025-01-09,2025,1,3,9,2,Dry,Salbutamol Nebule,Respiratory,122,11
2025-01-18,2025,1,5,18,3,Dry,Salbutamol Nebule,Respiratory,129,11
2025-02-01,2025,2,5,1,5,Dry,Salbutamol Nebule,Respiratory,125,11
