date,year,month,day_of_week,day_of_month,week_of_year,season,barangay_id,medicine_name,medicine_category,quantity_requested
2024-07-07,2024,7,6,7,27,Wet,BRGY046,Loperamide,Antidiarrheal,9
2024-07-22,2024,7,0,22,30,Wet,BRGY046,Loperamide,Antidiarrheal,5
2024-08-06,2024,8,1,6,32,Wet,BRGY046,Loperamide,Antidiarrheal,4
2024-08-21,2024,8,2,21,34,Wet,BRGY046,Loperamide,Antidiarrheal,10
2024-09-04,2024,9,2,4,36,Wet,BRGY046,Loperamide,Antidiarrheal,5
2024-09-22,2024,9,6,22,38,Wet,BRGY046,Loperamide,Antidiarrheal,8
2024-10-05,2024,10,5,5,40,Wet,BRGY046,Loperamide,Antidiarrheal,4
2024-10-24,2024,10,3,24,43,Wet,BRGY046,Loperamide,Antidiarrheal,2
2024-11-10,2024,11,6,10,45,Wet,BRGY046,Loperamide,Antidiarrheal,1
2024-11-29,2024,11,4,29,48,Wet,BRGY046,Loperamide,Antidiarrheal,8
2024-12-13,2024,12,4,13,50,Dry,BRGY046,Loperamide,Antidiarrheal,8
2024-12-31,2024,12,1,31,1,Dry,BRGY046,Loperamide,Antidiarrheal,5
2025-01-13,2025,1,0,13,3,Dry,BRGY046,Loperamide,Antidiarrheal,12
2025-01-31,2025,1,4,31,5,Dry,BRGY046,Loperamide,Antidiarrheal,12
2025-02-17,2025,2,0,17,8,Dry,BRGY046,Loperamide,Antidiarrheal,9
2025-03-06,2025,3,3,6,10,Dry,BRGY046,Loperamide,Antidiarrheal,8
2025-03-20,2025,3,3,20,12,Dry,BRGY046,Loperamide,Antidiarrheal,8
2025-04-06,2025,4,6,6,14,Dry,BRGY046,Loperamide,Antidiarrheal,14
2025-04-19,2025,4,5,19,16,Dry,BRGY046,Loperamide,Antidiarrheal,5
2025-05-02,2025,5,4,2,18,Dry,BRGY046,Loperamide,Antidiarrheal,7
2025-05-19,2025,5,0,19,21,Dry,BRGY046,Loperamide,Antidiarrheal,12
2025-06-02,2025,6,0,2,23,Wet,BRGY046,Loperamide,Antidiarrheal,3
2025-06-16,2025,6,0,16,25,Wet,BRGY046,Loperamide,Antidiarrheal,3
2025-07-05,2025,7,5,5,27,Wet,BRGY046,Loperamide,Antidiarrheal,3
2025-07-24,2025,7,3,24,30,Wet,BRGY046,Loperamide,Antidiarrheal,4
2025-08-12,2025,8,1,12,33,Wet,BRGY046,Loperamide,Antidiarrheal,7
2025-08-25,2025,8,0,25,35,Wet,BRGY046,Loperamide,Antidiarrheal,5
2025-09-09,2025,9,1,9,37,Wet,BRGY046,Loperamide,Antidiarrheal,15
2025-09-27,2025,9,5,27,39,Wet,BRGY046,Loperamide,Antidiarrheal,8
2025-10-12,2025,10,6,12,41,Wet,BRGY046,Loperamide,Antidiarrheal,5
2025-10-26,2025,10,6,26,43,Wet,BRGY046,Loperamide,Antidiarrheal,11
2025-11-12,2025,11,2,12,46,Wet,BRGY046,Loperamide,Antidiarrheal,10
2025-11-29,2025,11,5,29,48,Wet,BRGY046,Loperamide,Antidiarrheal,14
2025-12-17,2025,12,2,17,51,Dry,BRGY046,Loperamide,Antidiarrheal,5
2026-01-01,2026,1,3,1,1,Dry,BRGY046,Loperamide,Antidiarrheal,7
2026-01-14,2026,1,2,14,3,Dry,BRGY046,Loperamide,Antidiarrheal,4
2026-01-27,2026,1,1,27,5,Dry,BRGY046,Loperamide,Antidiarrheal,9
2026-02-10,2026,2,1,10,7,Dry,BRGY046,Loperamide,Antidiarrheal,2
2026-03-01,2026,3,6,1,9,Dry,BRGY046,Loperamide,Antidiarrheal,12
2026-03-19,2026,3,3,19,12,Dry,BRGY046,Loperamide,Antidiarrheal,11
2026-04-01,2026,4,2,1,14,Dry,BRGY046,Loperamide,Antidiarrheal,16
2026-04-20,2026,4,0,20,17,Dry,BRGY046,Loperamide,Antidiarrheal,15
2026-05-05,2026,5,1,5,19,Dry,BRGY046,Loperamide,Antidiarrheal,9
2026-05-18,2026,5,0,18,21,Dry,BRGY046,Loperamide,Antidiarrheal,14
2026-06-04,2026,6,3,4,23,Wet,BRGY046,Loperamide,Antidiarrheal,7
2026-06-22,2026,6,0,22,26,Wet,BRGY046,Loperamide,Antidiarrheal,5
2026-07-11,2026,7,5,11,28,Wet,BRGY046,Loperamide,Antidiarrheal,9
2026-07-28,2026,7,1,28,31,Wet,BRGY046,Loperamide,Antidiarrheal,8
2026-08-12,2026,8,2,12,33,Wet,BRGY046,Loperamide,Antidiarrheal,8
2021-09-04,2021,9,5,4,35,Wet,BRGY046,Metformin 500mg,Maintenance,9
2021-09-26,2021,9,6,26,38,Wet,BRGY046,Metformin 500mg,Maintenance,5
2021-10-21,2021,10,3,21,42,Wet,BRGY046,Metformin 500mg,Maintenance,5
2021-11-12,2021,11,4,12,45,Wet,BRGY046,Metformin 500mg,Maintenance,7
2021-12-05,2021,12,6,5,48,Dry,BRGY046,Metformin 500mg,Maintenance,8
2021-12-30,2021,12,3,30,52,Dry,BRGY046,Metformin 500mg,Maintenance,10
2022-01-23,2022,1,6,23,3,Dry,BRGY046,Metformin 500mg,Maintenance,7
2022-02-13,2022,2,6,13,6,Dry,BRGY046,Metformin 500mg,Maintenance,5
2022-03-05,2022,3,5,5,9,Dry,BRGY046,Metformin 500mg,Maintenance,5
2022-03-24,2022,3,3,24,12,Dry,BRGY046,Metformin 500mg,Maintenance,9
2022-04-13,2022,4,2,13,15,Dry,BRGY046,Metformin 500mg,Maintenance,8
2022-05-03,2022,5,1,3,18,Dry,BRGY046,Metformin 500mg,Maintenance,3
2022-05-25,2022,5,2,25,21,Dry,BRGY046,Metformin 500mg,Maintenance,4
2022-06-17,2022,6,4,17,24,Wet,BRGY046,Metformin 500mg,Maintenance,8
2022-07-12,2022,7,1,12,28,Wet,BRGY046,Metformin 500mg,Maintenance,3
2022-08-06,2022,8,5,6,31,Wet,BRGY046,Metformin 500mg,Maintenance,5
2022-08-29,2022,8,0,29,35,Wet,BRGY046,Metformin 500mg,Maintenance,3
2022-09-19,2022,9,0,19,38,Wet,BRGY046,Metformin 500mg,Maintenance,3
2022-10-09,2022,10,6,9,40,Wet,BRGY046,Metformin 500mg,Maintenance,10
2022-11-01,2022,11,1,1,44,Wet,BRGY046,Metformin 500mg,Maintenance,3
2022-11-24,2022,11,3,24,47,Wet,BRGY046,Metformin 500mg,Maintenance,5
2022-12-13,2022,12,1,13,50,Dry,BRGY046,Metformin 500mg,Maintenance,7
2023-01-06,2023,1,4,6,1,Dry,BRGY046,Metformin 500mg,Maintenance,4
2023-01-28,2023,1,5,28,4,Dry,BRGY046,Metformin 500mg,Maintenance,4
2023-02-19,2023,2,6,19,7,Dry,BRGY046,Metformin 500mg,Maintenance,4
2023-03-11,2023,3,5,11,10,Dry,BRGY046,Metformin 500mg,Maintenance,4
2023-04-01,2023,4,5,1,13,Dry,BRGY046,Metformin 500mg,Maintenance,4
2023-04-23,2023,4,6,23,16,Dry,BRGY046,Metformin 500mg,Maintenance,4
2023-05-12,2023,5,4,12,19,Dry,BRGY046,Metformin 500mg,Maintenance,3
2023-06-02,2023,6,4,2,22,Wet,BRGY046,Metformin 500mg,Maintenance,5
2023-06-21,2023,6,2,21,25,Wet,BRGY046,Metformin 500mg,Maintenance,14
2023-07-10,2023,7,0,10,28,Wet,BRGY046,Metformin 500mg,Maintenance,4
2023-07-29,2023,7,5,29,30,Wet,BRGY046,Metformin 500mg,Maintenance,2
2023-08-19,2023,8,5,19,33,Wet,BRGY046,Metformin 500mg,Maintenance,3
2023-09-12,2023,9,1,12,37,Wet,BRGY046,Metformin 500mg,Maintenance,8
2023-10-07,2023,10,5,7,40,Wet,BRGY046,Metformin 500mg,Maintenance,10
2023-11-01,2023,11,2,1,44,Wet,BRGY046,Metformin 500mg,Maintenance,3
2023-11-23,2023,11,3,23,47,Wet,BRGY046,Metformin 500mg,Maintenance,3
2023-12-12,2023,12,1,12,50,Dry,BRGY046,Metformin 500mg,Maintenance,3
2024-01-04,2024,1,3,4,1,Dry,BRGY046,Metformin 500mg,Maintenance,10
2024-01-24,2024,1,2,24,4,Dry,BRGY046,Metformin 500mg,Maintenance,5
2024-02-12,2024,2,0,12,7,Dry,BRGY046,Metformin 500mg,Maintenance,8
2024-03-05,2024,3,1,5,10,Dry,BRGY046,Metformin 500mg,Maintenance,7
2024-03-27,2024,3,2,27,13,Dry,BRGY046,Metformin 500mg,Maintenance,4
2024-04-19,2024,4,4,19,16,Dry,BRGY046,Metformin 500mg,Maintenance,7
2024-05-12,2024,5,6,12,19,Dry,BRGY046,Metformin 500mg,Maintenance,7
2024-06-03,2024,6,0,3,23,Wet,BRGY046,Metformin 500mg,Maintenance,4
2024-06-22,2024,6,5,22,25,Wet,BRGY046,Metformin 500mg,Maintenance,8
2024-07-14,2024,7,6,14,28,Wet,BRGY046,Metformin 500mg,Maintenance,7
2024-08-06,2024,8,1,6,32,Wet,BRGY046,Metformin 500mg,Maintenance,7
2024-08-26,2024,8,0,26,35,Wet,BRGY046,Metformin 500mg,Maintenance,8
2024-09-20,2024,9,4,20,38,Wet,BRGY046,Metformin 500mg,Maintenance,4
2024-10-09,2024,10,2,9,41,Wet,BRGY046,Metformin 500mg,Maintenance,4
2024-11-01,2024,11,4,1,44,Wet,BRGY046,Metformin 500mg,Maintenance,12
2024-11-25,2024,11,0,25,48,Wet,BRGY046,Metformin 500mg,Maintenance,3
2024-12-16,2024,12,0,16,51,Dry,BRGY046,Metformin 500mg,Maintenance,9
2025-01-04,2025,1,5,4,1,Dry,BRGY046,Metformin 500mg,Maintenance,5
2025-01-26,2025,1,6,26,4,Dry,BRGY046,Metformin 500mg,Maintenance,3
2025-02-16,2025,2,6,16,7,Dry,BRGY046,Metformin 500mg,Maintenance,8
2025-03-08,2025,3,5,8,10,Dry,BRGY046,Metformin 500mg,Maintenance,10
2025-03-31,2025,3,0,31,14,Dry,BRGY046,Metformin 500mg,Maintenance,11
2025-04-24,2025,4,3,24,17,Dry,BRGY046,Metformin 500mg,Maintenance,5
2025-05-14,2025,5,2,14,20,Dry,BRGY046,Metformin 500mg,Maintenance,11
2025-06-06,2025,6,4,6,23,Wet,BRGY046,Metformin 500mg,Maintenance,2
2025-06-29,2025,6,6,29,26,Wet,BRGY046,Metformin 500mg,Maintenance,7
2025-07-21,2025,7,0,21,30,Wet,BRGY046,Metformin 500mg,Maintenance,2
2025-08-15,2025,8,4,15,33,Wet,BRGY046,Metformin 500mg,Maintenance,10
2025-09-08,2025,9,0,8,37,Wet,BRGY046,Metformin 500mg,Maintenance,5
2025-09-28,2025,9,6,28,39,Wet,BRGY046,Metformin 500mg,Maintenance,5
2025-10-23,2025,10,3,23,43,Wet,BRGY046,Metformin 500mg,Maintenance,3
2025-11-13,2025,11,3,13,46,Wet,BRGY046,Metformin 500mg,Maintenance,9
2025-12-07,2025,12,6,7,49,Dry,BRGY046,Metformin 500mg,Maintenance,3
2025-12-28,2025,12,6,28,52,Dry,BRGY046,Metformin 500mg,Maintenance,7
2026-01-20,2026,1,1,20,4,Dry,BRGY046,Metformin 500mg,Maintenance,1
2026-02-09,2026,2,0,9,7,Dry,BRGY046,Metformin 500mg,Maintenance,4
2026-03-03,2026,3,1,3,10,Dry,BRGY046,Metformin 500mg,Maintenance,7
2026-03-27,2026,3,4,27,13,Dry,BRGY046,Metformin 500mg,Maintenance,2
2026-04-20,2026,4,0,20,17,Dry,BRGY046,Metformin 500mg,Maintenance,5
2026-05-10,2026,5,6,10,19,Dry,BRGY046,Metformin 500mg,Maintenance,12
2026-05-30,2026,5,5,30,22,Dry,BRGY046,Metformin 500mg,Maintenance,7
2026-06-20,2026,6,5,20,25,Wet,BRGY046,Metformin 500mg,Maintenance,2
2026-07-12,2026,7,6,12,28,Wet,BRGY046,Metformin 500mg,Maintenance,8
2026-08-01,2026,8,5,1,31,Wet,BRGY046,Metformin 500mg,Maintenance,3
2021-09-01,2021,9,2,1,35,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2021-09-17,2021,9,4,17,37,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,9
2021-10-06,2021,10,2,6,40,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,8
2021-10-22,2021,10,4,22,42,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2021-11-10,2021,11,2,10,45,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,3
2021-12-02,2021,12,3,2,48,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2021-12-19,2021,12,6,19,50,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2022-01-09,2022,1,6,9,1,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,9
2022-01-25,2022,1,1,25,4,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,5
2022-02-10,2022,2,3,10,6,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,2
2022-03-04,2022,3,4,4,9,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2022-03-23,2022,3,2,23,12,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,10
2022-04-10,2022,4,6,10,14,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,7
2022-05-02,2022,5,0,2,18,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,1
2022-05-20,2022,5,4,20,20,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2022-06-06,2022,6,0,6,23,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2022-06-28,2022,6,1,28,26,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2022-07-15,2022,7,4,15,28,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2022-08-06,2022,8,5,6,31,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2022-08-24,2022,8,2,24,34,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2022-09-14,2022,9,2,14,37,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,12
2022-10-02,2022,10,6,2,39,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2022-10-23,2022,10,6,23,42,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2022-11-10,2022,11,3,10,45,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2022-12-01,2022,12,3,1,48,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,5
2022-12-20,2022,12,1,20,51,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,1
2023-01-06,2023,1,4,6,1,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,5
2023-01-24,2023,1,1,24,4,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,4
2023-02-11,2023,2,5,11,6,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2023-03-02,2023,3,3,2,9,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,9
2023-03-22,2023,3,2,22,12,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2023-04-10,2023,4,0,10,15,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,7
2023-04-29,2023,4,5,29,17,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,2
2023-05-21,2023,5,6,21,20,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2023-06-12,2023,6,0,12,24,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,3
2023-06-30,2023,6,4,30,26,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2023-07-19,2023,7,2,19,29,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2023-08-08,2023,8,1,8,32,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,2
2023-08-26,2023,8,5,26,34,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2023-09-11,2023,9,0,11,37,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,2
2023-09-29,2023,9,4,29,39,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2023-10-16,2023,10,0,16,42,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,7
2023-11-06,2023,11,0,6,45,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2023-11-24,2023,11,4,24,47,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2023-12-13,2023,12,2,13,50,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,9
2024-01-03,2024,1,2,3,1,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,1
2024-01-21,2024,1,6,21,3,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2024-02-12,2024,2,0,12,7,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,4
2024-03-02,2024,3,5,2,9,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2024-03-24,2024,3,6,24,12,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,4
2024-04-12,2024,4,4,12,15,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,5
2024-05-04,2024,5,5,4,18,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,7
2024-05-24,2024,5,4,24,21,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2024-06-15,2024,6,5,15,24,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2024-07-01,2024,7,0,1,27,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,8
2024-07-18,2024,7,3,18,29,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,9
2024-08-05,2024,8,0,5,32,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,2
2024-08-22,2024,8,3,22,34,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,7
2024-09-10,2024,9,1,10,37,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2024-09-29,2024,9,6,29,39,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,3
2024-10-15,2024,10,1,15,42,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2024-11-05,2024,11,1,5,45,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2024-12-08,2024,12,6,8,49,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,8
2024-12-27,2024,12,4,27,52,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2025-01-16,2025,1,3,16,3,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,1
2025-02-07,2025,2,4,7,6,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2025-02-24,2025,2,0,24,9,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,4
2025-03-14,2025,3,4,14,11,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,4
2025-03-30,2025,3,6,30,13,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,7
2025-04-16,2025,4,2,16,16,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2025-05-08,2025,5,3,8,19,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,5
2025-05-25,2025,5,6,25,21,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,11
2025-06-13,2025,6,4,13,24,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,2
2025-06-30,2025,6,0,30,27,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,7
2025-07-17,2025,7,3,17,29,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2025-08-02,2025,8,5,2,31,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,9
2025-08-20,2025,8,2,20,34,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2025-09-07,2025,9,6,7,36,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,9
2025-09-27,2025,9,5,27,39,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,5
2025-10-19,2025,10,6,19,42,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,6
2025-11-10,2025,11,0,10,46,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2025-11-26,2025,11,2,26,48,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,3
2025-12-15,2025,12,0,15,51,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,2
2026-01-02,2026,1,4,2,1,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2026-01-23,2026,1,4,23,4,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,9
2026-02-11,2026,2,2,11,7,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,2
2026-02-27,2026,2,4,27,9,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2026-03-19,2026,3,3,19,12,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,6
2026-04-08,2026,4,2,8,15,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,4
2026-04-28,2026,4,1,28,18,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,1
2026-05-18,2026,5,0,18,21,Dry,BRGY047,Paracetamol 500mg,Pain Reliever,3
2026-06-03,2026,6,2,3,23,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,7
2026-06-21,2026,6,6,21,25,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,7
2026-07-10,2026,7,4,10,28,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,2
2026-07-26,2026,7,6,26,30,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,4
2026-08-12,2026,8,2,12,33,Wet,BRGY047,Paracetamol 500mg,Pain Reliever,2
2021-08-20,2021,8,4,20,33,Wet,BRGY047,Biogesic,Pain Reliever,8
2021-09-10,2021,9,4,10,36,Wet,BRGY047,Biogesic,Pain Reliever,2
2021-09-26,2021,9,6,26,38,Wet,BRGY047,Biogesic,Pain Reliever,8
2021-10-13,2021,10,2,13,41,Wet,BRGY047,Biogesic,Pain Reliever,8
2021-11-01,2021,11,0,1,44,Wet,BRGY047,Biogesic,Pain Reliever,3
2021-11-21,2021,11,6,21,46,Wet,BRGY047,Biogesic,Pain Reliever,2
2021-12-08,2021,12,2,8,49,Dry,BRGY047,Biogesic,Pain Reliever,4
2021-12-30,2021,12,3,30,52,Dry,BRGY047,Biogesic,Pain Reliever,6
2022-01-18,2022,1,1,18,3,Dry,BRGY047,Biogesic,Pain Reliever,8
2022-02-07,2022,2,0,7,6,Dry,BRGY047,Biogesic,Pain Reliever,5
2022-02-28,2022,2,0,28,9,Dry,BRGY047,Biogesic,Pain Reliever,3
2022-04-09,2022,4,5,9,14,Dry,BRGY047,Biogesic,Pain Reliever,10
2022-05-01,2022,5,6,1,17,Dry,BRGY047,Biogesic,Pain Reliever,1
2022-05-18,2022,5,2,18,20,Dry,BRGY047,Biogesic,Pain Reliever,7
2022-06-07,2022,6,1,7,23,Wet,BRGY047,Biogesic,Pain Reliever,9
2022-06-24,2022,6,4,24,25,Wet,BRGY047,Biogesic,Pain Reliever,4
2022-07-15,2022,7,4,15,28,Wet,BRGY047,Biogesic,Pain Reliever,4
2022-08-04,2022,8,3,4,31,Wet,BRGY047,Biogesic,Pain Reliever,5
2022-08-20,2022,8,5,20,33,Wet,BRGY047,Biogesic,Pain Reliever,6
2022-09-11,2022,9,6,11,36,Wet,BRGY047,Biogesic,Pain Reliever,3
2022-10-03,2022,10,0,3,40,Wet,BRGY047,Biogesic,Pain Reliever,5
2022-10-19,2022,10,2,19,42,Wet,BRGY047,Biogesic,Pain Reliever,7
2022-11-07,2022,11,0,7,45,Wet,BRGY047,Biogesic,Pain Reliever,9
2022-11-25,2022,11,4,25,47,Wet,BRGY047,Biogesic,Pain Reliever,8
2022-12-11,2022,12,6,11,49,Dry,BRGY047,Biogesic,Pain Reliever,7
2023-01-01,2023,1,6,1,52,Dry,BRGY047,Biogesic,Pain Reliever,8
2023-01-17,2023,1,1,17,3,Dry,BRGY047,Biogesic,Pain Reliever,6
2023-02-06,2023,2,0,6,6,Dry,BRGY047,Biogesic,Pain Reliever,5
2023-02-24,2023,2,4,24,8,Dry,BRGY047,Biogesic,Pain Reliever,8
2023-03-15,2023,3,2,15,11,Dry,BRGY047,Biogesic,Pain Reliever,5
2023-03-31,2023,3,4,31,13,Dry,BRGY047,Biogesic,Pain Reliever,4
2023-04-16,2023,4,6,16,15,Dry,BRGY047,Biogesic,Pain Reliever,8
2023-05-08,2023,5,0,8,19,Dry,BRGY047,Biogesic,Pain Reliever,7
2023-05-26,2023,5,4,26,21,Dry,BRGY047,Biogesic,Pain Reliever,1
2023-06-11,2023,6,6,11,23,Wet,BRGY047,Biogesic,Pain Reliever,8
2023-06-29,2023,6,3,29,26,Wet,BRGY047,Biogesic,Pain Reliever,6
2023-07-18,2023,7,1,18,29,Wet,BRGY047,Biogesic,Pain Reliever,7
2023-08-04,2023,8,4,4,31,Wet,BRGY047,Biogesic,Pain Reliever,7
2023-08-22,2023,8,1,22,34,Wet,BRGY047,Biogesic,Pain Reliever,5
2023-09-11,2023,9,0,11,37,Wet,BRGY047,Biogesic,Pain Reliever,1
2023-09-29,2023,9,4,29,39,Wet,BRGY047,Biogesic,Pain Reliever,7
2023-10-18,2023,10,2,18,42,Wet,BRGY047,Biogesic,Pain Reliever,3
2023-11-09,2023,11,3,9,45,Wet,BRGY047,Biogesic,Pain Reliever,7
2023-11-26,2023,11,6,26,47,Wet,BRGY047,Biogesic,Pain Reliever,4
2023-12-13,2023,12,2,13,50,Dry,BRGY047,Biogesic,Pain Reliever,5
2024-01-01,2024,1,0,1,1,Dry,BRGY047,Biogesic,Pain Reliever,3
2024-01-21,2024,1,6,21,3,Dry,BRGY047,Biogesic,Pain Reliever,4
2024-02-09,2024,2,4,9,6,Dry,BRGY047,Biogesic,Pain Reliever,13
2024-02-29,2024,2,3,29,9,Dry,BRGY047,Biogesic,Pain Reliever,3
2024-03-19,2024,3,1,19,12,Dry,BRGY047,Biogesic,Pain Reliever,7
2024-04-10,2024,4,2,10,15,Dry,BRGY047,Biogesic,Pain Reliever,4
2024-04-26,2024,4,4,26,17,Dry,BRGY047,Biogesic,Pain Reliever,3
2024-05-12,2024,5,6,12,19,Dry,BRGY047,Biogesic,Pain Reliever,5
2024-05-31,2024,5,4,31,22,Dry,BRGY047,Biogesic,Pain Reliever,2
2024-06-16,2024,6,6,16,24,Wet,BRGY047,Biogesic,Pain Reliever,8
2024-07-08,2024,7,0,8,28,Wet,BRGY047,Biogesic,Pain Reliever,4
2024-07-25,2024,7,3,25,30,Wet,BRGY047,Biogesic,Pain Reliever,1
2024-08-10,2024,8,5,10,32,Wet,BRGY047,Biogesic,Pain Reliever,5
2024-08-31,2024,8,5,31,35,Wet,BRGY047,Biogesic,Pain Reliever,4
2024-09-18,2024,9,2,18,38,Wet,BRGY047,Biogesic,Pain Reliever,4
2024-10-09,2024,10,2,9,41,Wet,BRGY047,Biogesic,Pain Reliever,5
2024-10-31,2024,10,3,31,44,Wet,BRGY047,Biogesic,Pain Reliever,6
2024-11-18,2024,11,0,18,47,Wet,BRGY047,Biogesic,Pain Reliever,7
2024-12-07,2024,12,5,7,49,Dry,BRGY047,Biogesic,Pain Reliever,2
2024-12-29,2024,12,6,29,52,Dry,BRGY047,Biogesic,Pain Reliever,6
2025-01-19,2025,1,6,19,3,Dry,BRGY047,Biogesic,Pain Reliever,5
2025-02-10,2025,2,0,10,7,Dry,BRGY047,Biogesic,Pain Reliever,4
2025-03-03,2025,3,0,3,10,Dry,BRGY047,Biogesic,Pain Reliever,2
2025-03-24,2025,3,0,24,13,Dry,BRGY047,Biogesic,Pain Reliever,5
2025-04-15,2025,4,1,15,16,Dry,BRGY047,Biogesic,Pain Reliever,4
2025-05-07,2025,5,2,7,19,Dry,BRGY047,Biogesic,Pain Reliever,9
2025-05-28,2025,5,2,28,22,Dry,BRGY047,Biogesic,Pain Reliever,4
2025-06-18,2025,6,2,18,25,Wet,BRGY047,Biogesic,Pain Reliever,8
2025-07-06,2025,7,6,6,27,Wet,BRGY047,Biogesic,Pain Reliever,2
2025-07-25,2025,7,4,25,30,Wet,BRGY047,Biogesic,Pain Reliever,11
